Country,Code,Indicator,IndicatorCode,Year,Value
Malaysia,MYS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,2.28851675741648
North America,NAC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.0989045054333892
Namibia,NAM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.0
New Caledonia,NCL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.0
Niger,NER,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.0
Nigeria,NGA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,5.25728490926145
Nicaragua,NIC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.0
Netherlands,NLD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.0084109845825418
Norway,NOR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,1.38332886876263
Nepal,NPL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.0
New Zealand,NZL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.191378702572249
OECD members,OED,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.0944317613138765
Oman,OMN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,23.408581709453
Other small states,OSS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,5.68779133124804
Pakistan,PAK,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.276321314957203
Panama,PAN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.0
Peru,PER,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.469621681769216
Philippines,PHL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.0024630916428017
Papua New Guinea,PNG,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,4.7852000490911
Poland,POL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.0029915337594674
Pre-demographic dividend,PRE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,5.87938057250718
Puerto Rico,PRI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.0
Portugal,PRT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.0
Paraguay,PRY,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.0
West Bank and Gaza,PSE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.0
Pacific island small states,PSS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.0
Post-demographic dividend,PST,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.0628355576594701
French Polynesia,PYF,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.0
Qatar,QAT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,24.5563316523874
Romania,ROU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.223370575611235
Russian Federation,RUS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,1.6689578362823
Rwanda,RWA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.0
South Asia,SAS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.404990072556765
Saudi Arabia,SAU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,20.6607808045847
Sudan,SDN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.126129138306135
Senegal,SEN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.0003641729458985
Singapore,SGP,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.0
Solomon Islands,SLB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.0
Sierra Leone,SLE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.0
El Salvador,SLV,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.0
Serbia,SRB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.0679065979503238
Sub-Saharan Africa (excluding high income),SSA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,1.33510381515038
Sub-Saharan Africa,SSF,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,1.33301216497274
Small states,SST,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,4.18560589407297
Suriname,SUR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,2.10525376334191
Slovak Republic,SVK,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.002870744088142
Slovenia,SVN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,6.45022725503854e-05
Sweden,SWE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.0
Eswatini,SWZ,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.0
Seychelles,SYC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.0
Syrian Arab Republic,SYR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,2.84504788632289
Chad,TCD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.0
East Asia & Pacific (IDA & IBRD countries),TEA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.93744904704684
Europe & Central Asia (IDA & IBRD countries),TEC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.58651619474352
Togo,TGO,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.0
Thailand,THA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.151065710797815
Tajikistan,TJK,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.0203624608624502
Turkmenistan,TKM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,3.49259593065335
Latin America & the Caribbean (IDA & IBRD countries),TLA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,1.01398691651195
Middle East & North Africa (IDA & IBRD countries),TMN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,8.1290095540083
Tonga,TON,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.0
South Asia (IDA & IBRD),TSA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.404990072556765
Sub-Saharan Africa (IDA & IBRD countries),TSS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,1.33301216497274
Trinidad and Tobago,TTO,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,4.59102050971744
Tunisia,TUN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,1.33257397043918
Turkiye,TUR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.0167264424869742
Tuvalu,TUV,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.0
Tanzania,TZA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.0
Uganda,UGA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.0
Ukraine,UKR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.0911785815454057
Upper middle income,UMC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,1.03734703247054
Uruguay,URY,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.0
United States,USA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.0803914045354448
Uzbekistan,UZB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.903634479988112
St. Vincent and the Grenadines,VCT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.0
"Venezuela, RB",VEN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,8.51960051296303
Vietnam,VNM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,1.97191000555441
Vanuatu,VUT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.0
World,WLD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.490491009541346
Samoa,WSM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.0
"Yemen, Rep.",YEM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,22.2124754813418
South Africa,ZAF,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.0330263938328069
Zambia,ZMB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.0
Zimbabwe,ZWE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1997,0.0
Aruba,ABW,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Africa Eastern and Southern,AFE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,1.06487842842405
Africa Western and Central,AFW,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,6.21441698852903
Angola,AGO,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,37.8155164610669
Albania,ALB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.441297041178152
Arab World,ARB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,15.9287337373726
United Arab Emirates,ARE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,14.1616680806793
Argentina,ARG,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,1.1279515699477
Armenia,ARM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Antigua and Barbuda,ATG,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Australia,AUS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.52197577632879
Austria,AUT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0210893999194086
Azerbaijan,AZE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,15.3152586278062
Burundi,BDI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Belgium,BEL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Benin,BEN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.084922127650557
Burkina Faso,BFA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Bangladesh,BGD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0159620431051161
Bulgaria,BGR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.014925568406621
Bahrain,BHR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,15.0677110946543
"Bahamas, The",BHS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Bosnia and Herzegovina,BIH,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Belarus,BLR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.769875515717504
Belize,BLZ,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Bermuda,BMU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Bolivia,BOL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,1.54227502367954
Brazil,BRA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.753210322698746
Barbados,BRB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.257022854534988
Brunei Darussalam,BRN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,14.8989993820574
Bhutan,BTN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Botswana,BWA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Central African Republic,CAF,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Canada,CAN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.786208804616439
Central Europe and the Baltics,CEB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.116250552691233
Switzerland,CHE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Chile,CHL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0410653216957169
China,CHN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,1.11205937966274
Cote d'Ivoire,CIV,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.160633919456251
Cameroon,CMR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,2.70012803290382
"Congo, Dem. Rep.",COD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,1.45829949531802
"Congo, Rep.",COG,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,35.3253932157783
Colombia,COL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,3.88253009713617
Comoros,COM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Cabo Verde,CPV,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Costa Rica,CRI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Caribbean small states,CSS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,1.71641640888982
Cuba,CUB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.534952273358435
Cyprus,CYP,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Czechia,CZE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0144147985962478
Germany,DEU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0064369849340413
Djibouti,DJI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Dominica,DMA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Denmark,DNK,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.427073512787449
Dominican Republic,DOM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Algeria,DZA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,13.3435108321979
East Asia & Pacific (excluding high income),EAP,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,1.40058981140839
Early-demographic dividend,EAR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,4.1369745723983
East Asia & Pacific,EAS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.322644835773867
Europe & Central Asia (excluding high income),ECA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,3.23926071139693
Europe & Central Asia,ECS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.333165747014121
Ecuador,ECU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,7.57432992154432
"Egypt, Arab Rep.",EGY,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,5.17551279541522
Euro area,EMU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0090787449921583
Eritrea,ERI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Spain,ESP,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0024341210028252
Estonia,EST,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0480351763608667
Ethiopia,ETH,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
European Union,EUU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0238928304752871
Fragile and conflict affected situations,FCS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,10.5279603150906
Finland,FIN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Fiji,FJI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
France,FRA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0052022286348344
Faroe Islands,FRO,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
"Micronesia, Fed. Sts.",FSM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Gabon,GAB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,22.7683042331304
United Kingdom,GBR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.403811133556476
Georgia,GEO,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.165255965742848
Ghana,GHA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.242734389596043
Guinea,GIN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
"Gambia, The",GMB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Guinea-Bissau,GNB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Equatorial Guinea,GNQ,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,51.2846269235017
Greece,GRC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0006040101461058
Grenada,GRD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Greenland,GRL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Guatemala,GTM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.501358456430726
Guyana,GUY,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
High income,HIC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.430003650846118
"Hong Kong SAR, China",HKG,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Honduras,HND,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Heavily indebted poor countries (HIPC),HPC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,1.02400429581633
Croatia,HRV,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.307545059239793
Haiti,HTI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Hungary,HUN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.12685406000369
IBRD only,IBD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,2.57170383149046
IDA & IBRD total,IBT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,2.60023332207902
IDA total,IDA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,2.92659010473032
IDA blend,IDB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,4.51333610009811
Indonesia,IDN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,3.96123548842513
IDA only,IDX,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,1.93052624929043
India,IND,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.720296599267798
Ireland,IRL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
"Iran, Islamic Rep.",IRN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,17.202079402543
Iraq,IRQ,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,37.4867918388876
Iceland,ISL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Israel,ISR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0003805665533294
Italy,ITA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.021187026924806
Jamaica,JAM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Jordan,JOR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.002706025500657
Japan,JPN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0006428559022075
Kazakhstan,KAZ,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,9.81474346729111
Kenya,KEN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Kyrgyz Republic,KGZ,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.312075886076485
Cambodia,KHM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Kiribati,KIR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
St. Kitts and Nevis,KNA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
"Korea, Rep.",KOR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Kuwait,KWT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,34.7298588124295
Latin America & Caribbean (excluding high income),LAC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,1.42529984600162
Lao PDR,LAO,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Lebanon,LBN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Libya,LBY,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,20.211178288126
St. Lucia,LCA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Latin America & Caribbean,LCN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,1.85047526366345
Least developed countries: UN classification,LDC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,2.71858994177974
Low income,LIC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.335509174689022
Sri Lanka,LKA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Lower middle income,LMC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,3.59436057995769
Low & middle income,LMY,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,2.55693622761106
Lesotho,LSO,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Late-demographic dividend,LTE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,2.42369234917422
Lithuania,LTU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.107710849852987
Luxembourg,LUX,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Latvia,LVA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
"Macao SAR, China",MAC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Morocco,MAR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0030329672037406
Moldova,MDA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0232846599138357
Madagascar,MDG,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Maldives,MDV,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Middle East & North Africa,MEA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,14.1570951102478
Mexico,MEX,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,1.99546391256155
Middle income,MIC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,2.52404456869417
North Macedonia,MKD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Mali,MLI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Malta,MLT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Myanmar,MMR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0118115696347136
Middle East & North Africa (excluding high income),MNA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,11.4735088667393
Mongolia,MNG,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0712547465776999
Mozambique,MOZ,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Mauritania,MRT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Mauritius,MUS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Malawi,MWI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Malaysia,MYS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,3.29865201658978
North America,NAC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.211180851856955
Namibia,NAM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
New Caledonia,NCL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Niger,NER,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Nigeria,NGA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,9.96482113008168
Nicaragua,NIC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Netherlands,NLD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0182492510047558
Norway,NOR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,4.73758464762382
Nepal,NPL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
New Zealand,NZL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.270282206682048
OECD members,OED,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.205302915922711
Oman,OMN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,31.9844347116772
Other small states,OSS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,8.56361858153574
Pakistan,PAK,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.428231759683276
Panama,PAN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Peru,PER,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.843809866714557
Philippines,PHL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.003959057507594
Papua New Guinea,PNG,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,10.472560726984
Poland,POL,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0134599993603284
Pre-demographic dividend,PRE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,10.3227796805254
Puerto Rico,PRI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Portugal,PRT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Paraguay,PRY,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
West Bank and Gaza,PSE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Pacific island small states,PSS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Post-demographic dividend,PST,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.155878360206918
French Polynesia,PYF,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Qatar,QAT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,29.5793374202372
Romania,ROU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.885444401524138
Russian Federation,RUS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,7.88544645866557
Rwanda,RWA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
South Asia,SAS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.602398650447085
Saudi Arabia,SAU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,26.6573330178154
Sudan,SDN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,2.02043536157631
Senegal,SEN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0005533707701684
Singapore,SGP,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Solomon Islands,SLB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Sierra Leone,SLE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
El Salvador,SLV,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.0
Serbia,SRB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1998,0.257172694175755
